# Sensor type: Respeck
# Activity type: Sitting
# Activity subtype: Laughing
# Subject id: s2106809
# Notes: unprocessed
timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
1696251043775,0.27661133,-0.94659424,-0.046447754,1.546875,-0.984375,0.765625
1696251043815,0.2680664,-0.9351196,-0.045959473,0.828125,-0.59375,0.140625
1696251043855,0.2590332,-0.942688,-0.053771973,0.703125,-0.75,0.65625
1696251043916,0.2619629,-0.9402466,-0.047424316,0.78125,-0.828125,0.96875
1696251043935,0.2770996,-0.93829346,-0.043029785,0.5,-1.078125,0.421875
1696251043977,0.26000977,-0.93829346,-0.04937744,0.78125,-0.40625,0.21875
1696251044037,0.2631836,-0.944397,-0.054992676,0.71875,-1.03125,0.875
1696251044076,0.27514648,-0.93218994,-0.046447754,0.359375,-0.703125,0.921875
1696251044078,0.27270508,-0.93829346,-0.050842285,0.9375,-0.78125,0.65625
1696251044116,0.27246094,-0.9402466,-0.05987549,0.640625,-0.640625,0.5625
1696251044156,0.26879883,-0.93463135,-0.058166504,-0.125,-0.671875,0.765625
1696251044195,0.27441406,-0.9417114,-0.047424316,0.40625,-1.0625,0.796875
1696251044237,0.27856445,-0.928772,-0.05328369,0.375,-0.078125,0.5625
1696251044276,0.26660156,-0.9326782,-0.055236816,-0.515625,-1.03125,0.734375
1696251044316,0.27441406,-0.93951416,-0.04547119,0.5625,-0.796875,0.703125
1696251044358,0.27294922,-0.94732666,-0.050109863,1.765625,-0.640625,0.5625
1696251044397,0.28027344,-0.9495239,-0.06378174,1.0,-1.65625,0.859375
1696251044437,0.29077148,-0.9351196,-0.06695557,1.0625,-1.265625,0.765625
1696251044476,0.2705078,-0.9212036,-0.07208252,-0.453125,-1.140625,0.28125
1696251044516,0.2788086,-0.9324341,-0.06695557,-1.765625,-1.796875,0.828125
1696251044557,0.28857422,-0.94537354,-0.06109619,-1.25,-1.609375,0.359375
1696251044596,0.2849121,-0.95098877,-0.05303955,-0.203125,-0.9375,-0.03125
1696251044638,0.26635742,-0.93170166,-0.055725098,-2.078125,-1.453125,-0.578125
1696251044677,0.27905273,-0.93927,-0.058410645,-3.328125,-1.609375,-0.8125
1696251044716,0.27685547,-0.9302368,-0.038391113,-4.515625,-2.4375,-0.546875
1696251044755,0.27294922,-0.93878174,-0.023498535,-3.828125,-3.5,-0.296875
